R;18.2027;6.18393;3.25112;3.23162;18.1402;6.20641;3.01542;3.90462;19.3547;0.35846;4.07937;0;0;
L;18.3604;6.36774;3.22177;3.27875;18.2888;6.40332;2.92421;3.96753;0;0;0;18.2164;6.66138;
R;18.467;6.66704;3.09375;3.59856;18.4328;6.60333;2.83093;4.0289;19.6966;0.364545;3.87628;0;0;
L;18.6013;6.8512;2.97101;3.5805;18.572;6.80638;2.7356;4.08867;0;0;0;18.5422;6.76013;
R;18.7456;6.99739;2.97232;3.5067;18.7064;7.01237;2.63825;4.14672;20.1556;0.367622;4.11203;0;0;
L;18.905;7.18537;3.0187;3.54534;18.8359;7.22122;2.53893;4.20299;0;0;0;19.1441;7.18344;
R;19.1064;7.34014;3.11286;3.48382;18.9604;7.43283;2.43767;4.25737;19.9701;0.379671;3.50583;0;0;
L;19.1911;7.49275;2.78808;3.36875;19.0798;7.64712;2.3345;4.3098;0;0;0;19.0138;7.8688;
R;19.2573;7.83346;2.61353;3.77401;19.1939;7.86397;2.22949;4.36017;20.7779;0.37828;3.78648;0;0;
L;19.3856;8.01466;2.59334;3.74981;19.3028;8.08329;2.12266;4.40842;0;0;0;19.132;8.12845;
R;19.4495;8.27345;2.45746;3.92479;19.4062;8.30497;2.01409;4.45445;20.7048;0.405728;3.77514;0;0;
L;19.5525;8.46359;2.42319;3.91533;19.5042;8.5289;1.90381;4.49819;0;0;0;19.347;8.30741;
R;19.6444;8.61606;2.38419;3.82498;19.5966;8.75494;1.7919;4.53956;21.3856;0.401578;3.38244;0;0;
L;19.7404;8.78586;2.2416;3.73347;19.6835;8.983;1.67841;4.57848;0;0;0;20.0039;8.8906;
R;19.9;8.98804;2.32141;3.75705;19.7645;9.21294;1.56341;4.61488;21.7806;0.450652;3.22397;0;0;
L;19.9758;9.17366;2.10995;3.69708;19.8398;9.44463;1.44697;4.64869;0;0;0;20.1574;9.45949;
R;20.0917;9.45493;2.09964;3.90958;19.9093;9.67795;1.32916;4.67984;21.9129;0.461931;2.96707;0;0;
L;20.1375;9.63334;1.81269;3.7961;19.9728;9.91275;1.21005;4.70826;0;0;0;20.1573;9.90876;
R;20.2027;9.93157;1.73407;4.04299;20.0303;10.1489;1.08972;4.73389;22.3983;0.541745;3.37282;0;0;
L;20.2629;10.1818;1.68203;4.16329;20.0818;10.3863;0.968259;4.75666;0;0;0;20.166;10.4687;
R;20.2926;10.5149;1.54494;4.45276;20.1271;10.6247;0.845742;4.77652;22.4479;0.502078;2.77693;0;0;
L;20.3042;10.7131;1.23881;4.31152;20.1663;10.864;0.722256;4.7934;0;0;0;20.371;11.0109;
R;20.3476;11.0384;1.16947;4.55694;20.1993;11.1041;0.597892;4.80727;23.0204;0.565755;3.01803;0;0;
L;20.3685;11.2926;1.0362;4.59459;20.2261;11.3449;0.472738;4.81807;0;0;0;20.3164;11.3483;
R;20.4013;11.5501;0.992013;4.66018;20.2466;11.5861;0.346889;4.82575;22.776;0.567455;2.08835;0;0;
L;20.3398;11.7451;0.482818;4.42145;20.2608;11.8275;0.220439;4.83027;0;0;0;20.6141;11.9422;
R;20.4073;12.0092;0.547429;4.50323;20.2687;12.0692;0.093487;4.83159;23.2786;0.540021;3.0094;0;0;
L;20.4332;12.2423;0.624311;4.571;20.2701;12.3108;-0.0338694;4.82968;0;0;0;20.3263;12.4966;
R;20.4063;12.5807;0.478592;4.82405;20.2652;12.5522;-0.161529;4.82451;23.5919;0.557529;1.9646;0;0;
L;20.3533;12.7658;0.0702287;4.54224;20.254;12.7933;-0.28939;4.81605;0;0;0;20.498;12.8924;
R;20.3776;13.0224;0.0983808;4.59976;20.2363;13.0339;-0.417348;4.80428;24.2413;0.530035;2.16265;0;0;
L;20.3726;13.2138;-0.0236085;4.44145;20.2122;13.2738;-0.545298;4.78918;0;0;0;20.1943;13.1688;
R;20.331;13.4418;-0.101235;4.46544;20.1818;13.5129;-0.673135;4.77072;24.0255;0.59787;2.13842;0;0;
L;20.2938;13.6511;-0.222161;4.40031;20.1449;13.7509;-0.800753;4.74892;0;0;0;20.3245;13.8896;
R;20.2596;13.9548;-0.295944;4.58466;20.1017;13.9878;-0.928043;4.72374;24.4284;0.587035;1.74881;0;0;
L;20.2074;14.1391;-0.522724;4.37683;20.0521;14.2233;-1.0549;4.69521;0;0;0;20.1216;14.337;
R;20.132;14.441;-0.64647;4.56644;19.9962;14.4573;-1.18121;4.66331;24.3813;0.632018;1.7308;0;0;
L;20.0583;14.6415;-0.825028;4.43828;19.934;14.6897;-1.30687;4.62805;0;0;0;19.781;14.773;
R;19.9236;14.9472;-1.03407;4.64124;19.8655;14.9202;-1.43177;4.58944;24.5168;0.60859;1.71283;0;0;
L;19.8565;15.1386;-1.11073;4.51119;19.7908;15.1486;-1.55581;4.54751;0;0;0;20.0208;15.2053;
R;19.8378;15.3656;-1.04088;4.50354;19.7099;15.3749;-1.67887;4.50226;25.2206;0.654048;0.480334;0;0;
L;19.7088;15.5087;-1.56158;4.03273;19.6229;15.5989;-1.80085;4.45372;0;0;0;19.9131;15.554;
R;19.6825;15.6984;-1.45735;3.99284;19.5298;15.8203;-1.92164;4.40193;25.0031;0.647734;1.13996;0;0;
L;19.601;15.8699;-1.51809;3.89139;19.4307;16.039;-2.04114;4.3469;0;0;0;19.4748;16.0098;
R;19.4694;16.1297;-1.6509;4.04278;19.3257;16.2549;-2.15925;4.28868;24.9602;0.695945;1.21175;0;0;
L;19.369;16.3191;-1.70255;4.0032;19.2148;16.4679;-2.27586;4.22731;0;0;0;19.238;16.2719;
R;19.252;16.5213;-1.76513;4.0167;19.0981;16.6777;-2.39087;4.16284;25.3368;0.698647;0.722698;0;0;
L;19.1367;16.6833;-1.94929;3.81589;18.9757;16.8841;-2.50418;4.0953;0;0;0;19.0029;16.8387;
R;18.9777;16.9445;-2.0972;3.97799;18.8477;17.0872;-2.61571;4.02476;25.8559;0.754598;-0.0612346;0;0;
L;18.8164;17.0955;-2.49392;3.61829;18.7142;17.2866;-2.72534;3.95127;0;0;0;18.6148;17.3832;
R;18.5902;17.3989;-2.742;3.89703;18.5752;17.4822;-2.83299;3.87489;25.3807;0.735616;1.06382;0;0;
L;18.4772;17.6102;-2.5967;4.02298;18.4309;17.674;-2.93858;3.79568;0;0;0;18.1023;17.5529;
R;18.2395;17.8451;-2.82449;4.12262;18.2814;17.8617;-3.042;3.71372;25.2941;0.763391;0.672333;0;0;
L;18.0864;18.0274;-2.88367;4.03279;18.1268;18.0453;-3.14318;3.62906;0;0;0;18.2094;18.0461;
R;17.9784;18.2178;-2.80667;3.99981;17.9671;18.2246;-3.24204;3.5418;25.3208;0.762942;-0.0928738;0;0;
L;17.7948;18.3347;-3.09414;3.60283;17.8026;18.3994;-3.3385;3.45199;0;0;0;17.9018;18.2183;
R;17.6909;18.4639;-2.9714;3.48679;17.6334;18.5697;-3.43247;3.35973;26.1624;0.765956;0.152289;0;0;
L;17.5628;18.6204;-3.0034;3.35798;17.4595;18.7353;-3.5239;3.26509;0;0;0;17.3845;18.7039;
R;17.3427;18.8386;-3.16491;3.47785;17.281;18.8962;-3.61271;3.16817;25.368;0.793358;-0.253429;0;0;
L;17.1607;18.9476;-3.34199;3.18342;17.0983;19.0521;-3.69883;3.06904;0;0;0;17.1762;18.8863;
R;17.0073;19.0862;-3.30586;3.13907;16.9113;19.203;-3.78221;2.9678;26.0053;0.861368;-0.164065;0;0;
L;16.8332;19.2436;-3.40074;3.05453;16.7201;19.3488;-3.86278;2.86455;0;0;0;16.5734;19.052;
R;16.6026;19.3756;-3.51651;3.03143;16.5251;19.4894;-3.9405;2.75938;25.889;0.896317;-0.530322;0;0;
L;16.399;19.5147;-3.69683;2.86265;16.3262;19.6246;-4.01531;2.65237;0;0;0;16.2338;19.6171;
R;16.1436;19.7102;-3.86279;2.98451;16.1237;19.7545;-4.08716;2.54364;24.5786;0.838291;-0.8677;0;0;
L;15.9158;19.7616;-4.04662;2.61524;15.9176;19.8789;-4.15602;2.43329;0;0;0;15.9243;19.8703;
R;15.7014;19.9222;-4.08321;2.67592;15.7082;19.9978;-4.22185;2.32141;25.1552;0.869372;-0.422421;0;0;
L;15.5071;20.0371;-4.05179;2.64074;15.4956;20.111;-4.28461;2.2081;0;0;0;15.4332;20.1836;
R;15.2585;20.22;-4.16766;2.75065;15.2799;20.2185;-4.34427;2.09347;25.7265;0.978244;-0.746329;0;0;
L;15.0192;20.3588;-4.32841;2.63299;15.0613;20.3203;-4.4008;1.97763;0;0;0;15.2016;20.4385;
R;14.8573;20.488;-4.21264;2.61351;14.84;20.4162;-4.4542;1.86068;24.8149;0.934393;-1.0454;0;0;
L;14.6122;20.5489;-4.39411;2.29849;14.6161;20.5063;-4.50443;1.74272;0;0;0;14.6665;20.6088;
R;14.4043;20.6728;-4.37261;2.31217;14.3897;20.5904;-4.55149;1.62386;25.1535;0.988122;-1.29602;0;0;
L;14.1471;20.7451;-4.57577;2.03817;14.1611;20.6686;-4.59537;1.50421;0;0;0;14.0521;20.5924;
R;13.9033;20.819;-4.59716;1.98985;13.9304;20.7408;-4.63606;1.38386;25.0236;0.985547;-1.50011;0;0;
L;13.6507;20.8751;-4.74527;1.73603;13.6977;20.807;-4.67357;1.26294;0;0;0;13.4686;20.7253;
R;13.3647;20.9463;-4.84366;1.71965;13.4632;20.8671;-4.70789;1.14153;24.6656;0.975748;-2.00913;0;0;
L;13.1039;20.9538;-5.01125;1.32447;13.2271;20.9211;-4.73904;1.01975;0;0;0;13.1072;20.8294;
R;12.8703;20.9882;-4.96301;1.26137;12.9895;20.969;-4.76702;0.897694;24.9733;1.01073;-1.83426;0;0;
L;12.6256;21.0377;-5.01031;1.13469;12.7506;21.0108;-4.79186;0.775469;0;0;0;12.8729;21.0592;
R;12.4672;21.0697;-4.80194;1.06655;12.5106;21.0465;-4.81358;0.653175;24.5425;1.08233;-2.03069;0;0;
L;12.189;21.1014;-4.96717;0.880675;12.2695;21.0761;-4.83219;0.530912;0;0;0;12.2062;21.11;
R;11.9463;21.1455;-4.95498;0.879411;12.0276;21.0996;-4.84773;0.408778;24.4724;1.04012;-2.24199;0;0;
L;11.6947;21.1485;-5.04676;0.625967;11.785;21.117;-4.86022;0.286869;0;0;0;11.6814;20.8651;
R;11.4707;21.1135;-4.96158;0.498837;11.5418;21.1283;-4.86971;0.165281;23.6708;1.0622;-2.41489;0;0;
L;11.2069;21.0851;-5.05457;0.259209;11.2982;21.1335;-4.87623;0.0441057;0;0;0;11.363;21.0688;
R;11.0178;21.0765;-4.90757;0.205639;11.0544;21.1327;-4.87982;-0.076565;23.1085;1.09641;-2.60844;0;0;
L;10.7397;21.0236;-5.03598;-0.0541048;10.8105;21.1259;-4.88053;-0.196643;0;0;0;10.8903;20.927;
R;10.5589;20.9819;-4.86637;-0.140381;10.5666;21.1131;-4.8784;-0.31604;23.3261;1.16045;-2.31884;0;0;
L;10.2809;20.9833;-4.94686;-0.117187;10.3229;21.0943;-4.87349;-0.434674;0;0;0;10.189;21.209;
R;9.97176;21.0388;-5.10401;0.00646887;10.0795;21.0697;-4.86585;-0.552463;23.5158;1.13252;-2.69781;0;0;
L;9.70688;21.0091;-5.19367;-0.21526;9.83658;21.0391;-4.85554;-0.669327;0;0;0;9.99634;20.9797;
R;9.56793;20.9615;-4.91308;-0.30563;9.59422;21.0028;-4.84262;-0.785189;23.102;1.15259;-2.34951;0;0;
L;9.31694;20.9487;-4.93094;-0.311255;9.35258;20.9607;-4.82714;-0.899977;0;0;0;9.53921;20.8762;
R;9.16894;20.8948;-4.69864;-0.399116;9.11177;20.9128;-4.80919;-1.01362;23.0793;1.14018;-2.84906;0;0;
L;8.93527;20.8348;-4.76717;-0.668049;8.87192;20.8594;-4.78881;-1.12605;0;0;0;8.70331;20.8221;
R;8.60244;20.8214;-4.98505;-0.614188;8.63315;20.8003;-4.76608;-1.2372;22.3004;1.11349;-2.998;0;0;
L;8.3781;20.7243;-4.97491;-0.904722;8.39557;20.7358;-4.74108;-1.34701;0;0;0;8.22277;20.4839;
R;8.08781;20.6425;-5.05749;-0.961292;8.1593;20.6657;-4.71387;-1.45542;22.1131;1.1862;-3.20417;0;0;
L;7.83238;20.5528;-5.10848;-1.18624;7.92445;20.5903;-4.68453;-1.56237;0;0;0;7.88599;20.45;
R;7.6089;20.4671;-5.02855;-1.23777;7.69111;20.5096;-4.65313;-1.66781;22.2583;1.18911;-3.51245;0;0;
L;7.37014;20.3692;-5.06275;-1.509;7.45939;20.4237;-4.61975;-1.7717;0;0;0;7.18029;20.392;
R;7.03481;20.3148;-5.25533;-1.45902;7.22939;20.3326;-4.58448;-1.87399;21.333;1.2319;-3.3258;0;0;
L;6.76991;20.2156;-5.27732;-1.57774;7.00119;20.2364;-4.54738;-1.97462;0;0;0;6.81542;20.1859;
R;6.52788;20.127;-5.22485;-1.59776;6.7749;20.1352;-4.50854;-2.07357;21.3;1.24122;-3.35883;0;0;
L;6.27619;20.0315;-5.22287;-1.70483;6.55059;20.0292;-4.46805;-2.17079;0;0;0;6.38914;20.0137;
R;6.06484;19.9341;-5.10558;-1.73254;6.32834;19.9183;-4.42598;-2.26625;21.2882;1.2518;-3.50165;0;0;
L;5.82735;19.833;-5.09767;-1.88837;6.10823;19.8027;-4.38241;-2.35993;0;0;0;5.86119;19.8306;
R;5.58724;19.7357;-5.06298;-1.89519;5.89034;19.6824;-4.33744;-2.45178;20.2062;1.30633;-3.8691;0;0;
L;5.31583;19.5766;-5.14956;-2.22596;5.67472;19.5577;-4.29114;-2.5418;0;0;0;5.69089;19.5755;
R;5.22102;19.4401;-4.76822;-2.28764;5.46145;19.4284;-4.24359;-2.62995;19.8966;1.26707;-3.80305;0;0;
L;5.00442;19.2801;-4.73643;-2.48589;5.25059;19.2948;-4.19488;-2.71622;0;0;0;5.17021;19.4397;
R;4.82944;19.176;-4.5982;-2.45852;5.04219;19.157;-4.1451;-2.80059;20.175;1.27537;-3.51253;0;0;
L;4.63865;19.0614;-4.51019;-2.4563;4.8363;19.015;-4.09432;-2.88305;0;0;0;4.89149;18.982;
R;4.52841;18.9086;-4.23638;-2.51897;4.63297;18.8689;-4.04263;-2.96359;19.458;1.36444;-3.99074;0;0;
L;4.29089;18.7435;-4.33213;-2.77465;4.43224;18.7188;-3.99012;-3.0422;0;0;0;4.4685;18.834;
R;4.14684;18.6118;-4.16537;-2.7699;4.23416;18.5648;-3.93685;-3.11888;19.0503;1.32192;-3.6392;0;0;
L;3.95984;18.4657;-4.11563;-2.79455;4.03876;18.4071;-3.88293;-3.19362;0;0;0;4.26269;18.481;
R;3.88613;18.313;-3.80575;-2.82858;3.84606;18.2457;-3.82841;-3.26644;19.1444;1.39096;-4.53568;0;0;
L;3.67043;18.1153;-3.92515;-3.26774;3.65611;18.0807;-3.77339;-3.33732;0;0;0;3.45919;18.167;
R;3.37869;17.972;-4.15164;-3.22552;3.46891;17.9122;-3.71795;-3.40627;18.4355;1.33532;-3.74495;0;0;
L;3.21088;17.826;-4.04884;-3.13761;3.28449;17.7402;-3.66215;-3.47331;0;0;0;3.12525;17.7493;
R;2.9743;17.6588;-4.12673;-3.15242;3.10287;17.565;-3.60609;-3.53844;18.0842;1.42336;-4.42054;0;0;
L;2.75341;17.4604;-4.18913;-3.44223;2.92405;17.3866;-3.54982;-3.60167;0;0;0;2.9449;17.8154;
R;2.61373;17.3452;-4.03525;-3.35059;2.74805;17.2051;-3.49344;-3.66302;17.3991;1.38194;-4.60153;0;0;
L;2.44178;17.1116;-3.98661;-3.70031;2.57486;17.0205;-3.437;-3.72251;0;0;0;2.55407;17.0853;
R;2.29302;16.918;-3.86633;-3.71667;2.4045;16.833;-3.38059;-3.78014;17.0798;1.42091;-3.82496;0;0;
L;2.11218;16.7615;-3.82449;-3.5355;2.23695;16.6427;-3.32428;-3.83595;0;0;0;2.25371;16.8334;
R;1.98125;16.5934;-3.68375;-3.52292;2.07221;16.4497;-3.26812;-3.88995;16.1262;1.47283;-3.95475;0;0;
L;1.7759;16.3921;-3.73044;-3.56204;1.91027;16.254;-3.21219;-3.94216;0;0;0;1.88972;16.1054;
R;1.64758;16.16;-3.5855;-3.65312;1.75112;16.0557;-3.15656;-3.99261;16.3618;1.46403;-4.00339;0;0;
L;1.47341;15.9816;-3.5742;-3.64979;1.59474;15.8549;-3.10129;-4.04132;0;0;0;1.44745;16.0853;
R;1.28085;15.8181;-3.6094;-3.61819;1.44111;15.6517;-3.04644;-4.08832;15.6357;1.46766;-4.66234;0;0;
L;1.12322;15.5638;-3.56432;-4.0057;1.29021;15.4463;-2.99207;-4.13364;0;0;0;1.18395;15.4284;
R;0.974213;15.3386;-3.49222;-4.04671;1.14201;15.2386;-2.93825;-4.1773;15.5501;1.51746;-4.27372;0;0;
L;0.791379;15.1435;-3.51318;-4.04296;0.996486;15.0288;-2.88503;-4.21933;0;0;0;0.722706;15.0075;
R;0.587149;14.9181;-3.5786;-4.08207;0.853604;14.8169;-2.83246;-4.25977;15.2483;1.5031;-4.04402;0;0;
L;0.433247;14.7415;-3.51931;-3.97811;0.71333;14.603;-2.78061;-4.29864;0;0;0;0.737301;14.7047;
R;0.391236;14.5348;-3.20003;-3.98515;0.575628;14.3872;-2.72952;-4.33598;14.2628;1.52014;-4.69806;0;0;
L;0.258195;14.2726;-3.13356;-4.30526;0.440459;14.1696;-2.67925;-4.37181;0;0;0;0.253435;14.2029;
R;0.0995626;14.0451;-3.13724;-4.32564;0.307779;13.9502;-2.62984;-4.40617;13.9605;1.57315;-5.03236;0;0;
L;-0.0586225;13.7701;-3.13535;-4.66413;0.177545;13.7292;-2.58135;-4.43909;0;0;0;0.459172;13.6856;
R;0.0106456;13.5247;-2.59525;-4.66967;0.0497099;13.5065;-2.53381;-4.47061;13.6378;1.56695;-4.9909;0;0;
L;-0.113191;13.2706;-2.57885;-4.81817;-0.0757753;13.2823;-2.48728;-4.50075;0;0;0;-0.190344;13.2856;
R;-0.275625;13.0317;-2.65903;-4.81693;-0.198962;13.0566;-2.44179;-4.52955;13.1485;1.59172;-4.45625;0;0;
L;-0.412374;12.8201;-2.67299;-4.66334;-0.319903;12.8295;-2.39739;-4.55704;0;0;0;0.0462308;12.9301;
R;-0.346456;12.6119;-2.19658;-4.6061;-0.438654;12.6011;-2.35412;-4.58326;12.3753;1.62616;-4.32808;0;0;
L;-0.487893;12.3869;-2.27611;-4.52003;-0.555273;12.3714;-2.31202;-4.60823;0;0;0;-0.476482;12.3633;
R;-0.597087;12.1569;-2.26487;-4.52627;-0.669818;12.1404;-2.27111;-4.63198;12.5584;1.64828;-4.43193;0;0;
L;-0.740807;11.9438;-2.33845;-4.52221;-0.78235;11.9083;-2.23144;-4.65456;0;0;0;-0.582624;12.0386;
